url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart
http://www.billboard.com/charts/hot-100/2009-06-06,6/6/2009,6,New Divide,Linkin Park,New DivideLinkin Park,1,,6,1
http://www.billboard.com/charts/hot-100/2011-04-02,4/2/2011,6,Loser Like Me,Glee Cast,Loser Like MeGlee Cast,1,,6,1
http://www.billboard.com/charts/hot-100/2011-04-09,4/9/2011,6,No Sleep,Wiz Khalifa,No SleepWiz Khalifa,1,,6,1
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,6,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,I Don't Wanna Live Forever (Fifty Shades Darker)Zayn / Taylor Swift,1,,6,1
https://www.billboard.com/charts/hot-100/2018-02-24,2/24/2018,6,Look Alive,BlocBoy JB Featuring Drake,Look AliveBlocBoy JB Featuring Drake,1,,6,1
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,6,In My Feelings,Drake,In My FeelingsDrake,1,,6,1
https://www.billboard.com/charts/hot-100/2018-09-15,9/15/2018,6,Lucky You,Eminem Featuring Joyner Lucas,Lucky YouEminem Featuring Joyner Lucas,1,,6,1
https://www.billboard.com/charts/hot-100/2018-09-22,9/22/2018,6,I Love It,Kanye West & Lil Pump,I Love ItKanye West & Lil Pump,1,,6,1
https://www.billboard.com/charts/hot-100/2018-12-15,12/15/2018,6,Going Bad,Meek Mill Featuring Drake,Going BadMeek Mill Featuring Drake,1,,6,1
http://www.billboard.com/charts/hot-100/1995-12-23,12/23/1995,7,I Got Id/Long Road,Pearl Jam,I Got Id/Long RoadPearl Jam,1,,7,1
http://www.billboard.com/charts/hot-100/1996-02-24,2/24/1996,7,Jesus To A Child,George Michael,Jesus To A ChildGeorge Michael,1,,7,1
http://www.billboard.com/charts/hot-100/1996-12-28,12/28/1996,7,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,"I Believe In You And Me (From ""The Preacher's Wife"")Whitney Houston",1,,7,1
http://www.billboard.com/charts/hot-100/1998-09-26,9/26/1998,7,I'll Be,Edwin McCain,I'll BeEdwin McCain,1,,7,1
http://www.billboard.com/charts/hot-100/2008-10-18,10/18/2008,7,Keeps Gettin' Better,Christina Aguilera,Keeps Gettin' BetterChristina Aguilera,1,,7,1
http://www.billboard.com/charts/hot-100/2011-05-21,5/21/2011,7,Just A Kiss,Lady Antebellum,Just A KissLady Antebellum,1,,7,1
http://www.billboard.com/charts/hot-100/2015-11-21,11/21/2015,7,Focus,Ariana Grande,FocusAriana Grande,1,,7,1
https://www.billboard.com/charts/hot-100/2019-06-29,6/29/2019,7,Money In The Grave,Drake Featuring Rick Ross,Money In The GraveDrake Featuring Rick Ross,1,,7,1
https://www.billboard.com/charts/hot-100/2019-11-09,11/9/2019,7,Follow God,Kanye West,Follow GodKanye West,1,,7,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,8,My True Love,Jack Scott,My True LoveJack Scott,1,,8,1
http://www.billboard.com/charts/hot-100/1998-03-21,3/21/1998,8,Frozen,Madonna,FrozenMadonna,1,,8,1
http://www.billboard.com/charts/hot-100/2001-03-31,3/31/2001,8,Get Over Yourself,Eden's Crush,Get Over YourselfEden's Crush,1,,8,1
http://www.billboard.com/charts/hot-100/2007-05-12,5/12/2007,8,Never Again,Kelly Clarkson,Never AgainKelly Clarkson,1,,8,1
http://www.billboard.com/charts/hot-100/2009-10-03,10/3/2009,8,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem","ForeverDrake Featuring Kanye West, Lil Wayne & Eminem",1,,8,1
http://www.billboard.com/charts/hot-100/2011-07-09,7/9/2011,8,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,Moves Like JaggerMaroon 5 Featuring Christina Aguilera,1,,8,1
http://www.billboard.com/charts/hot-100/2012-01-21,1/21/2012,8,I Won't Give Up,Jason Mraz,I Won't Give UpJason Mraz,1,,8,1
http://www.billboard.com/charts/hot-100/2013-07-27,7/27/2013,8,Holy Grail,Jay Z Featuring Justin Timberlake,Holy GrailJay Z Featuring Justin Timberlake,1,,8,1
http://www.billboard.com/charts/hot-100/2013-11-23,11/23/2013,8,Dope,Lady Gaga,DopeLady Gaga,1,,8,1
https://www.billboard.com/charts/hot-100/2018-04-21,4/21/2018,8,I Like It,"Cardi B, Bad Bunny & J Balvin","I Like ItCardi B, Bad Bunny & J Balvin",1,,8,1
https://www.billboard.com/charts/hot-100/2018-05-05,5/5/2018,8,Kevin's Heart,J. Cole,Kevin's HeartJ. Cole,1,,8,1
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,8,Emotionless,Drake,EmotionlessDrake,1,,8,1
http://www.billboard.com/charts/hot-100/1997-03-15,3/15/1997,9,"For You I Will (From ""Space Jam"")",Monica,"For You I Will (From ""Space Jam"")Monica",1,,9,1
http://www.billboard.com/charts/hot-100/1998-01-24,1/24/1998,9,Nice & Slow,Usher,Nice & SlowUsher,1,,9,1
http://www.billboard.com/charts/hot-100/1998-10-24,10/24/1998,9,My Little Secret,Xscape,My Little SecretXscape,1,,9,1
http://www.billboard.com/charts/hot-100/1998-12-05,12/5/1998,9,Iris,Goo Goo Dolls,IrisGoo Goo Dolls,1,,9,1
http://www.billboard.com/charts/hot-100/2008-02-16,2/16/2008,9,New Soul,Yael Naim,New SoulYael Naim,1,,9,1
http://www.billboard.com/charts/hot-100/2008-05-10,5/10/2008,9,Forever,Chris Brown,ForeverChris Brown,1,,9,1
http://www.billboard.com/charts/hot-100/2008-11-01,11/1/2008,9,Fearless,Taylor Swift,FearlessTaylor Swift,1,,9,1
http://www.billboard.com/charts/hot-100/2010-05-22,5/22/2010,9,My First Kiss,3OH!3 Featuring Ke$ha,My First Kiss3OH!3 Featuring Ke$ha,1,,9,1
http://www.billboard.com/charts/hot-100/2011-03-12,3/12/2011,9,On The Floor,Jennifer Lopez Featuring Pitbull,On The FloorJennifer Lopez Featuring Pitbull,1,,9,1
http://www.billboard.com/charts/hot-100/2015-07-11,7/11/2015,9,Good For You,Selena Gomez Featuring A$AP Rocky,Good For YouSelena Gomez Featuring A$AP Rocky,1,,9,1
https://www.billboard.com/charts/hot-100/2018-01-20,1/20/2018,9,Filthy,Justin Timberlake,FilthyJustin Timberlake,1,,9,1
https://www.billboard.com/charts/hot-100/2018-03-31,3/31/2018,9,Freaky Friday,Lil Dicky Featuring Chris Brown,Freaky FridayLil Dicky Featuring Chris Brown,1,,9,1
https://www.billboard.com/charts/hot-100/2019-06-22,6/22/2019,9,No Guidance,Chris Brown Featuring Drake,No GuidanceChris Brown Featuring Drake,1,,9,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,10,Fever,Peggy Lee,FeverPeggy Lee,1,,10,1
http://www.billboard.com/charts/hot-100/1968-09-14,9/14/1968,10,Hey Jude,The Beatles,Hey JudeThe Beatles,1,,10,1
http://www.billboard.com/charts/hot-100/1969-05-10,5/10/1969,10,Get Back,The Beatles With Billy Preston,Get BackThe Beatles With Billy Preston,1,,10,1
http://www.billboard.com/charts/hot-100/1995-12-30,12/30/1995,10,Free As A Bird,The Beatles,Free As A BirdThe Beatles,1,,10,1
http://www.billboard.com/charts/hot-100/1997-08-09,8/9/1997,10,Never Make A Promise,Dru Hill,Never Make A PromiseDru Hill,1,,10,1
http://www.billboard.com/charts/hot-100/2008-10-18,10/18/2008,10,Gotta Be Somebody,Nickelback,Gotta Be SomebodyNickelback,1,,10,1
http://www.billboard.com/charts/hot-100/2009-07-25,7/25/2009,10,He Could Be The One,Hannah Montana,He Could Be The OneHannah Montana,1,,10,1
http://www.billboard.com/charts/hot-100/2009-11-14,11/14/2009,10,Jump Then Fall,Taylor Swift,Jump Then FallTaylor Swift,1,,10,1
http://www.billboard.com/charts/hot-100/2011-04-30,4/30/2011,10,Judas,Lady Gaga,JudasLady Gaga,1,,10,1
http://www.billboard.com/charts/hot-100/2011-11-26,11/26/2011,10,If This Was A Movie,Taylor Swift,If This Was A MovieTaylor Swift,1,,10,1
http://www.billboard.com/charts/hot-100/2012-06-09,6/9/2012,10,Home,Phillip Phillips,HomePhillip Phillips,1,,10,1
http://www.billboard.com/charts/hot-100/2016-05-14,5/14/2016,10,Formation,Beyonce,FormationBeyonce,1,,10,1
https://www.billboard.com/charts/hot-100/2018-05-05,5/5/2018,10,KOD,J. Cole,KODJ. Cole,1,,10,1
https://www.billboard.com/charts/hot-100/2018-06-02,6/2/2018,10,Fake Love,BTS,Fake LoveBTS,1,,10,1
https://www.billboard.com/charts/hot-100/2018-10-13,10/13/2018,10,Let It Fly,Lil Wayne Featuring Travis Scott,Let It FlyLil Wayne Featuring Travis Scott,1,,10,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,11,Ginger Bread,Frankie Avalon,Ginger BreadFrankie Avalon,1,,11,1
http://www.billboard.com/charts/hot-100/1996-03-16,3/16/1996,11,Ironic,Alanis Morissette,IronicAlanis Morissette,1,,11,1
http://www.billboard.com/charts/hot-100/1998-12-26,12/26/1998,11,Goodbye,Spice Girls,GoodbyeSpice Girls,1,,11,1
http://www.billboard.com/charts/hot-100/2009-06-06,6/6/2009,11,No Boundaries,Kris Allen,No BoundariesKris Allen,1,,11,1
http://www.billboard.com/charts/hot-100/2009-07-25,7/25/2009,11,Obsessed,Mariah Carey,ObsessedMariah Carey,1,,11,1
http://www.billboard.com/charts/hot-100/2010-11-06,11/6/2010,11,Mean,Taylor Swift,MeanTaylor Swift,1,,11,1
http://www.billboard.com/charts/hot-100/2010-12-04,12/4/2010,11,Forget You,Glee Cast Featuring Gwyneth Paltrow,Forget YouGlee Cast Featuring Gwyneth Paltrow,1,,11,1
http://www.billboard.com/charts/hot-100/2011-02-19,2/19/2011,11,Look At Me Now,Chris Brown Featuring Lil Wayne & Busta Rhymes,Look At Me NowChris Brown Featuring Lil Wayne & Busta Rhymes,1,,11,1
http://www.billboard.com/charts/hot-100/2011-06-11,6/11/2011,11,I Love You This Big,Scotty McCreery,I Love You This BigScotty McCreery,1,,11,1
http://www.billboard.com/charts/hot-100/2011-11-05,11/5/2011,11,Mistletoe,Justin Bieber,MistletoeJustin Bieber,1,,11,1
http://www.billboard.com/charts/hot-100/2016-03-26,3/26/2016,11,No,Meghan Trainor,NoMeghan Trainor,1,,11,1
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,11,Immortal,J. Cole,ImmortalJ. Cole,1,,11,1
https://www.billboard.com/charts/hot-100/2018-07-28,7/28/2018,11,God Is A Woman,Ariana Grande,God Is A WomanAriana Grande,1,,11,1
https://www.billboard.com/charts/hot-100/2018-09-08,9/8/2018,11,IDOL,BTS Featuring Nicki Minaj,IDOLBTS Featuring Nicki Minaj,1,,11,1
https://www.billboard.com/charts/hot-100/2019-08-24,8/24/2019,11,Hot Girl Summer,"Megan Thee Stallion, Nicki Minaj & Ty Dolla $ign","Hot Girl SummerMegan Thee Stallion, Nicki Minaj & Ty Dolla $ign",1,,11,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,12,Just A Dream,Jimmy Clanton And His Rockets,Just A DreamJimmy Clanton And His Rockets,1,,12,1
http://www.billboard.com/charts/hot-100/1965-04-17,4/17/1965,12,Mrs. Brown You've Got A Lovely Daughter,Herman's Hermits,Mrs. Brown You've Got A Lovely DaughterHerman's Hermits,1,,12,1
http://www.billboard.com/charts/hot-100/1996-02-10,2/10/1996,12,Follow You Down/Til I Hear It From You,Gin Blossoms,Follow You Down/Til I Hear It From YouGin Blossoms,1,,12,1
http://www.billboard.com/charts/hot-100/1998-12-05,12/5/1998,12,Lullaby,Shawn Mullins,LullabyShawn Mullins,1,,12,1
http://www.billboard.com/charts/hot-100/2009-07-18,7/18/2009,12,Fallin' For You,Colbie Caillat,Fallin' For YouColbie Caillat,1,,12,1
http://www.billboard.com/charts/hot-100/2010-09-04,9/4/2010,12,Just A Dream,Nelly,Just A DreamNelly,1,,12,1
http://www.billboard.com/charts/hot-100/2011-06-04,6/4/2011,12,Hair,Lady Gaga,HairLady Gaga,1,,12,1
http://www.billboard.com/charts/hot-100/2013-03-16,3/16/2013,12,Heart Attack,Demi Lovato,Heart AttackDemi Lovato,1,,12,1
http://www.billboard.com/charts/hot-100/2013-04-27,4/27/2013,12,Gentleman,PSY,GentlemanPSY,1,,12,1
http://www.billboard.com/charts/hot-100/2013-12-07,12/7/2013,12,Midnight Memories,One Direction,Midnight MemoriesOne Direction,1,,12,1
http://www.billboard.com/charts/hot-100/2014-01-04,1/4/2014,12,Drunk In Love,Beyonce Featuring Jay Z,Drunk In LoveBeyonce Featuring Jay Z,1,,12,1
http://www.billboard.com/charts/hot-100/2016-08-27,8/27/2016,12,Let Me Love You,DJ Snake Featuring Justin Bieber,Let Me Love YouDJ Snake Featuring Justin Bieber,1,,12,1
https://www.billboard.com/charts/hot-100/2018-09-15,9/15/2018,12,Fall,Eminem,FallEminem,1,,12,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,13,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up),Patti Page,Left Right Out Of Your Heart (Hi Lee Hi Lo Hi Lup Up Up)Patti Page,1,,13,1
http://www.billboard.com/charts/hot-100/1992-05-30,5/30/1992,13,I'll Be There,Mariah Carey,I'll Be ThereMariah Carey,1,,13,1
http://www.billboard.com/charts/hot-100/1992-10-17,10/17/1992,13,Erotica,Madonna,EroticaMadonna,1,,13,1
http://www.billboard.com/charts/hot-100/1997-03-29,3/29/1997,13,Everyday Is A Winding Road,Sheryl Crow,Everyday Is A Winding RoadSheryl Crow,1,,13,1
http://www.billboard.com/charts/hot-100/1998-06-20,6/20/1998,13,My Way,Usher,My WayUsher,1,,13,1
http://www.billboard.com/charts/hot-100/1998-07-25,7/25/1998,13,Never Ever,All Saints,Never EverAll Saints,1,,13,1
http://www.billboard.com/charts/hot-100/2008-06-14,6/14/2008,13,Got Money,Lil Wayne Featuring T-Pain,Got MoneyLil Wayne Featuring T-Pain,1,,13,1
http://www.billboard.com/charts/hot-100/2009-12-26,12/26/2009,13,How Low,Ludacris,How LowLudacris,1,,13,1
http://www.billboard.com/charts/hot-100/2011-04-23,4/23/2011,13,Honey Bee,Blake Shelton,Honey BeeBlake Shelton,1,,13,1
http://www.billboard.com/charts/hot-100/2011-08-27,8/27/2011,13,Headlines,Drake,HeadlinesDrake,1,,13,1
http://www.billboard.com/charts/hot-100/2012-02-18,2/18/2012,13,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,Give Me All Your Luvin'Madonna Featuring Nicki Minaj & M.I.A.,1,,13,1
http://www.billboard.com/charts/hot-100/2013-12-21,12/21/2013,13,Little Drummer Boy,Pentatonix,Little Drummer BoyPentatonix,1,,13,1
http://www.billboard.com/charts/hot-100/2016-05-14,5/14/2016,13,Hold Up,Beyonce,Hold UpBeyonce,1,,13,1
http://www.billboard.com/charts/hot-100/2016-12-31,12/31/2016,13,Neighbors,J. Cole,NeighborsJ. Cole,1,,13,1
https://www.billboard.com/charts/hot-100/2017-11-11,11/11/2017,13,Gorgeous,Taylor Swift,GorgeousTaylor Swift,1,,13,1
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,13,Mob Ties,Drake,Mob TiesDrake,1,,13,1
https://www.billboard.com/charts/hot-100/2019-06-01,6/1/2019,13,Earfquake,"Tyler, The Creator","EarfquakeTyler, The Creator",1,,13,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,14,If Dreams Came True,Pat Boone,If Dreams Came TruePat Boone,1,,14,1
http://www.billboard.com/charts/hot-100/1994-11-19,11/19/1994,14,On Bended Knee,Boyz II Men,On Bended KneeBoyz II Men,1,,14,1
http://www.billboard.com/charts/hot-100/2004-07-17,7/17/2004,14,Dreams,Diana DeGarmo,DreamsDiana DeGarmo,1,,14,1
http://www.billboard.com/charts/hot-100/2007-09-29,9/29/2007,14,Good Life,Kanye West Featuring T-Pain,Good LifeKanye West Featuring T-Pain,1,,14,1
http://www.billboard.com/charts/hot-100/2008-05-10,5/10/2008,14,Leavin',Jesse McCartney,Leavin'Jesse McCartney,1,,14,1
http://www.billboard.com/charts/hot-100/2010-04-17,4/17/2010,14,OMG,Usher Featuring will.i.am,OMGUsher Featuring will.i.am,1,,14,1
http://www.billboard.com/charts/hot-100/2014-07-05,7/5/2014,14,Maps,Maroon 5,MapsMaroon 5,1,,14,1
http://www.billboard.com/charts/hot-100/2016-07-09,7/9/2016,14,Heathens,twenty one pilots,Heathenstwenty one pilots,1,,14,1
http://www.billboard.com/charts/hot-100/2017-04-01,4/1/2017,14,No Frauds,"Nicki Minaj, Drake & Lil Wayne","No FraudsNicki Minaj, Drake & Lil Wayne",1,,14,1
http://www.billboard.com/charts/hot-100/2017-05-06,5/6/2017,14,Loyalty.,Kendrick Lamar Featuring Rihanna,Loyalty.Kendrick Lamar Featuring Rihanna,1,,14,1
https://www.billboard.com/charts/hot-100/2017-11-18,11/18/2017,14,MotorSport,"Migos, Nicki Minaj & Cardi B","MotorSportMigos, Nicki Minaj & Cardi B",1,,14,1
https://www.billboard.com/charts/hot-100/2018-07-14,7/14/2018,14,Elevate,Drake,ElevateDrake,1,,14,1
https://www.billboard.com/charts/hot-100/2019-02-23,2/23/2019,14,Needy,Ariana Grande,NeedyAriana Grande,1,,14,1
http://www.billboard.com/charts/hot-100/1958-08-02,8/2/1958,15,For Your Precious Love,Jerry Butler and The Impressions,For Your Precious LoveJerry Butler and The Impressions,1,,15,1
http://www.billboard.com/charts/hot-100/1992-11-28,11/28/1992,15,"In The Still Of The Nite (From ""The Jacksons"")",Boyz II Men,"In The Still Of The Nite (From ""The Jacksons"")Boyz II Men",1,,15,1
http://www.billboard.com/charts/hot-100/1997-11-29,11/29/1997,15,I Will Come To You,Hanson,I Will Come To YouHanson,1,,15,1
http://www.billboard.com/charts/hot-100/1998-12-05,12/5/1998,15,Have You Ever?,Brandy,Have You Ever?Brandy,1,,15,1
http://www.billboard.com/charts/hot-100/2000-02-12,2/12/2000,15,Maria Maria,Santana Featuring The Product G&B,Maria MariaSantana Featuring The Product G&B,1,,15,1
http://www.billboard.com/charts/hot-100/2008-06-07,6/7/2008,15,Dream Big,David Cook,Dream BigDavid Cook,1,,15,1
http://www.billboard.com/charts/hot-100/2009-05-23,5/23/2009,15,No Surprise,Daughtry,No SurpriseDaughtry,1,,15,1
http://www.billboard.com/charts/hot-100/2010-06-19,6/19/2010,15,Miss Me,Drake Featuring Lil Wayne,Miss MeDrake Featuring Lil Wayne,1,,15,1
https://www.billboard.com/charts/hot-100/2018-05-05,5/5/2018,15,Motiv8,J. Cole,Motiv8J. Cole,1,,15,1
https://www.billboard.com/charts/hot-100/2018-10-20,10/20/2018,15,Never Recover,Lil Baby & Gunna Featuring Drake,Never RecoverLil Baby & Gunna Featuring Drake,1,,15,1
https://www.billboard.com/charts/hot-100/2019-06-01,6/1/2019,15,Nightmare,Halsey,NightmareHalsey,1,,15,1
https://www.billboard.com/charts/hot-100/2019-06-15,6/15/2019,15,Never Really Over,Katy Perry,Never Really OverKaty Perry,1,,15,1
https://www.billboard.com/charts/hot-100/2019-09-21,9/21/2019,15,Hollywood's Bleeding,Post Malone,Hollywood's BleedingPost Malone,1,,15,1
https://www.billboard.com/charts/hot-100/2019-11-02,11/2/2019,15,Lose You To Love Me,Selena Gomez,Lose You To Love MeSelena Gomez,1,,15,1
http://www.billboard.com/charts/hot-100/1996-07-27,7/27/1996,16,Elevators (Me & You),OutKast,Elevators (Me & You)OutKast,1,,16,1
http://www.billboard.com/charts/hot-100/1996-11-09,11/9/1996,16,I'm Still In Love With You,New Edition,I'm Still In Love With YouNew Edition,1,,16,1
http://www.billboard.com/charts/hot-100/1997-05-03,5/3/1997,16,MMMBop,Hanson,MMMBopHanson,1,,16,1
http://www.billboard.com/charts/hot-100/1998-12-05,12/5/1998,16,Jumper,Third Eye Blind,JumperThird Eye Blind,1,,16,1
http://www.billboard.com/charts/hot-100/2001-09-29,9/29/2001,16,God Bless The USA,Lee Greenwood,God Bless The USALee Greenwood,1,,16,1
http://www.billboard.com/charts/hot-100/2008-08-30,8/30/2008,16,Dreamer,Chris Brown,DreamerChris Brown,1,,16,1
http://www.billboard.com/charts/hot-100/1975-10-11,10/11/1975,21,Do It Any Way You Wanna,Peoples Choice,Do It Any Way You WannaPeoples Choice,1,29,21,8
http://www.billboard.com/charts/hot-100/1987-02-07,2/7/1987,21,"Somewhere Out There (From ""An American Tail"")",Linda Ronstadt & James Ingram,"Somewhere Out There (From ""An American Tail"")Linda Ronstadt & James Ingram",1,29,21,8
http://www.billboard.com/charts/hot-100/1987-04-04,4/4/1987,21,Dominoes,Robbie Nevil,DominoesRobbie Nevil,1,29,21,8
http://www.billboard.com/charts/hot-100/2000-01-08,1/8/2000,21,Don't Say You Love Me,M2M,Don't Say You Love MeM2M,1,30,21,8
http://www.billboard.com/charts/hot-100/1977-10-29,10/29/1977,21,Blue Bayou,Linda Ronstadt,Blue BayouLinda Ronstadt,1,32,21,8
http://www.billboard.com/charts/hot-100/1999-08-21,8/21/1999,21,Spend My Life With You,Eric Benet Featuring Tamia,Spend My Life With YouEric Benet Featuring Tamia,1,32,21,8
http://www.billboard.com/charts/hot-100/1971-07-17,7/17/1971,21,Signs,Five Man Electrical Band,SignsFive Man Electrical Band,1,33,21,8
http://www.billboard.com/charts/hot-100/2005-04-02,4/2/2005,21,1 Thing,Amerie,1 ThingAmerie,1,33,21,8
http://www.billboard.com/charts/hot-100/1983-04-30,4/30/1983,21,Straight From The Heart,Bryan Adams,Straight From The HeartBryan Adams,1,34,21,8
http://www.billboard.com/charts/hot-100/2009-06-20,6/20/2009,21,Please Don't Leave Me,P!nk,Please Don't Leave MeP!nk,1,34,21,8
http://www.billboard.com/charts/hot-100/2008-01-05,1/5/2008,21,Piece Of Me,Britney Spears,Piece Of MeBritney Spears,1,45,21,8
http://www.billboard.com/charts/hot-100/2011-10-22,10/22/2011,22,She Will,Lil Wayne Featuring Drake,She WillLil Wayne Featuring Drake,1,27,3,8
http://www.billboard.com/charts/hot-100/1961-10-14,10/14/1961,22,(Marie's The Name) His Latest Flame,Elvis Presley,(Marie's The Name) His Latest FlameElvis Presley,1,21,4,8
http://www.billboard.com/charts/hot-100/1966-02-05,2/5/1966,22,Day Tripper,The Beatles,Day TripperThe Beatles,1,13,5,8
http://www.billboard.com/charts/hot-100/1995-08-05,8/5/1995,22,Scream/Childhood,Michael Jackson & Janet Jackson,Scream/ChildhoodMichael Jackson & Janet Jackson,1,13,5,8
http://www.billboard.com/charts/hot-100/2007-09-22,9/22/2007,22,"Sorry, Blame It On Me",Akon,"Sorry, Blame It On MeAkon",1,19,7,8
http://www.billboard.com/charts/hot-100/1998-02-28,2/28/1998,22,Dangerous,Busta Rhymes,DangerousBusta Rhymes,1,13,9,8
https://www.billboard.com/charts/hot-100/2018-12-01,12/1/2018,22,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B","Taki TakiDJ Snake Featuring Selena Gomez, Ozuna & Cardi B",1,15,11,8
http://www.billboard.com/charts/hot-100/1963-07-06,7/6/1963,22,Birdland,Chubby Checker,BirdlandChubby Checker,1,12,12,8
http://www.billboard.com/charts/hot-100/1963-10-12,10/12/1963,22,A Walkin' Miracle,The Essex Featuring Anita Humes,A Walkin' MiracleThe Essex Featuring Anita Humes,1,12,12,8
http://www.billboard.com/charts/hot-100/1965-02-27,2/27/1965,22,"The ""In"" Crowd",Dobie Gray,"The ""In"" CrowdDobie Gray",1,13,13,8
http://www.billboard.com/charts/hot-100/1970-06-20,6/20/1970,22,Daughter Of Darkness,Tom Jones,Daughter Of DarknessTom Jones,1,13,13,8
http://www.billboard.com/charts/hot-100/1972-05-13,5/13/1972,22,Baby Blue,Badfinger,Baby BlueBadfinger,1,14,14,8
http://www.billboard.com/charts/hot-100/1970-04-18,4/18/1970,22,Celebrate,Three Dog Night,CelebrateThree Dog Night,1,20,15,8
http://www.billboard.com/charts/hot-100/1971-04-03,4/3/1971,22,Cried Like A Baby,Bobby Sherman,Cried Like A BabyBobby Sherman,1,20,16,8
http://www.billboard.com/charts/hot-100/1961-01-14,1/14/1961,22,Blue Tango,Bill Black's Combo,Blue TangoBill Black's Combo,1,21,16,8
http://www.billboard.com/charts/hot-100/1965-09-11,9/11/1965,22,Since I Lost My Baby,The Temptations,Since I Lost My BabyThe Temptations,1,17,17,8
http://www.billboard.com/charts/hot-100/1994-07-09,7/9/1994,22,Don't Take The Girl,Tim McGraw,Don't Take The GirlTim McGraw,1,20,17,8
http://www.billboard.com/charts/hot-100/1960-04-09,4/9/1960,22,(Welcome) New Lovers,Pat Boone,(Welcome) New LoversPat Boone,1,18,18,8
http://www.billboard.com/charts/hot-100/1967-01-14,1/14/1967,22,Cry,Ronnie Dove,CryRonnie Dove,1,18,18,8
http://www.billboard.com/charts/hot-100/1997-04-26,4/26/1997,22,Big Daddy,Hev-D,Big DaddyHev-D,1,18,18,8
http://www.billboard.com/charts/hot-100/1999-09-04,9/4/1999,22,Smile,Vitamin C Featuring Lady Saw,SmileVitamin C Featuring Lady Saw,1,18,18,8
http://www.billboard.com/charts/hot-100/1999-07-31,7/31/1999,22,Beautiful Stranger,Madonna,Beautiful StrangerMadonna,1,19,19,8
http://www.billboard.com/charts/hot-100/1964-04-25,4/25/1964,22,Ain't Nothing You Can Do,Bobby Bland,Ain't Nothing You Can DoBobby Bland,1,20,20,8
http://www.billboard.com/charts/hot-100/2004-11-27,11/27/2004,22,Balla Baby,Chingy,Balla BabyChingy,1,20,20,8
http://www.billboard.com/charts/hot-100/1962-09-29,9/29/1962,22,A Wonderful Dream,The Majors,A Wonderful DreamThe Majors,1,22,22,8
http://www.billboard.com/charts/hot-100/1975-02-01,2/1/1975,22,Struttin',Billy Preston,Struttin'Billy Preston,1,22,22,8
http://www.billboard.com/charts/hot-100/1976-03-27,3/27/1976,22,Cupid,Tony Orlando & Dawn,CupidTony Orlando & Dawn,1,22,22,8
http://www.billboard.com/charts/hot-100/1997-11-22,11/22/1997,22,Criminal,Fiona Apple,CriminalFiona Apple,1,22,22,8
http://www.billboard.com/charts/hot-100/2004-05-29,5/29/2004,22,Redneck Woman,Gretchen Wilson,Redneck WomanGretchen Wilson,1,22,22,8
http://www.billboard.com/charts/hot-100/1962-11-24,11/24/1962,22,(Dance With The) Guitar Man,Duane Eddy and the Rebelettes,(Dance With The) Guitar ManDuane Eddy and the Rebelettes,1,23,22,8
http://www.billboard.com/charts/hot-100/1975-12-27,12/27/1975,22,Part Time Love,Gladys Knight And The Pips,Part Time LoveGladys Knight And The Pips,1,23,22,8
http://www.billboard.com/charts/hot-100/1978-04-08,4/8/1978,22,Sweet Talkin' Woman,Electric Light Orchestra,Sweet Talkin' WomanElectric Light Orchestra,1,23,22,8
http://www.billboard.com/charts/hot-100/1979-06-09,6/9/1979,22,Ain't Love A Bitch,Rod Stewart,Ain't Love A BitchRod Stewart,1,23,22,8
http://www.billboard.com/charts/hot-100/1986-05-17,5/17/1986,22,Rough Boy,ZZ Top,Rough BoyZZ Top,1,23,22,8
http://www.billboard.com/charts/hot-100/2001-10-27,10/27/2001,22,Rock The Boat,Aaliyah,Rock The BoatAaliyah,1,23,22,8
http://www.billboard.com/charts/hot-100/1960-02-20,2/20/1960,22,Rockin' Little Angel,Ray Smith,Rockin' Little AngelRay Smith,1,24,22,8
http://www.billboard.com/charts/hot-100/1965-09-25,9/25/1965,22,Agent Double-O-Soul,Edwin Starr,Agent Double-O-SoulEdwin Starr,1,24,22,8
http://www.billboard.com/charts/hot-100/1969-10-18,10/18/1969,22,Sugar On Sunday,The Clique,Sugar On SundayThe Clique,1,24,22,8
